dataset,seed,cohort,scope,feature,mean_abs_shap,rank,mean_signed_shap,positive_fraction,negative_fraction
stats19,2207,future,overall,feature_junction_control,0.10084826099294349,9,0.030942243707959362,0.90349999999999997,0.096500000000000002
stats19,2207,future,overall,feature_second_road_class,0.1139052323406267,6,-0.033088913075344395,0.32929999999999998,0.67069999999999996
stats19,2207,future,overall,feature_pedestrian_crossing,0.10961302597635722,8,-0.0090116345848512344,0.8014,0.1986
stats19,2207,future,overall,feature_light_conditions,0.045297297672571638,15,0.0041838857019065858,0.64929999999999999,0.35070000000000001
stats19,2207,future,overall,feature_weather_conditions,0.11317799503438285,7,0.0053971136247624105,0.79479999999999995,0.20519999999999999
stats19,2207,future,overall,feature_road_surface_conditions,0.042039877335840081,16,0.0011492790705439897,0.64490000000000003,0.35510000000000003
stats19,2207,future,overall,feature_special_conditions_at_site,0.30304058546045198,1,-0.11898280013256901,0.379,0.621
stats19,2207,future,overall,feature_carriageway_hazards,0.04182363875359206,17,-0.0019860375813934268,0.92530000000000001,0.074700000000000003
stats19,2207,future,overall,feature_urban_or_rural_area,0.082836724837508396,11,-8.9087940652284644e-06,0.3775,0.62250000000000005
stats19,2207,future,overall,feature_trunk_road_flag,0.062337239559611346,14,0.0082093177453533509,0.66679999999999995,0.3332
stats19,2207,future,overall,feature_speed_limit,0.24456344550415485,2,-0.04099303147374285,0.77769999999999995,0.2223
stats19,2207,future,overall,feature_month,0.090712777616973481,10,-0.0031405932590708716,0.48199999999999998,0.51800000000000002
stats19,2207,future,overall,feature_hour,0.13709363743503158,3,-0.0028336107444745088,0.48870000000000002,0.51129999999999998
stats19,2207,future,Slight,feature_day_of_week,0.048995087568642993,13,0.00070871977516770825,0.5464,0.4536
stats19,2207,future,Slight,feature_first_road_class,0.047898921714478661,14,0.0021630241053037301,0.47820000000000001,0.52180000000000004
stats19,2207,future,Slight,feature_road_type,0.091762254759924222,5,0.0050966958735607446,0.26650000000000001,0.73350000000000004
